carat,depth,table,price
0.36,62.9,57,726
0.36,62.3,57,726
0.36,59.7,59,726
0.36,61.2,60,726
0.31,62,56,726
0.36,60.5,59,726
0.36,60.9,57,726
0.36,61.4,58,726
0.36,60.5,60,726
0.36,61.6,56,726
0.36,62.3,59,726
0.41,63.8,57,727
0.4,62.5,57,727
0.33,60.9,56,727
0.38,60.5,60,727
0.34,62.8,56,727
0.34,59.8,58,727
0.34,59.4,62,727
0.34,59.3,60,727
0.34,63,54,727
0.5,64.9,57,727
0.5,65.2,56,727
0.36,60,56,727
0.36,60.3,58,727
0.36,62.7,57,727
0.36,61.5,59,727
0.33,60.3,61,727
0.33,61.1,57,727
0.37,64,55,728
0.42,61.4,54,728
0.4,61.9,56.4,728
0.3,61.9,54.1,728
0.32,61.4,57,728
0.33,62,56,728
0.33,63.1,55,728
0.33,63.1,55,728
0.3,59,59,729
0.32,61.2,57,729
0.31,61.1,57,729
0.39,60.6,55,729
0.36,61,60,729
0.36,60,62,729
0.36,60.5,57,729
0.36,60.9,61,729
0.36,60.3,60,729
0.36,63.3,56,729
0.36,62,59,729
0.36,62.1,57,729
0.36,62.1,56,729
0.36,63.5,54,729
0.36,62.1,55,729
0.36,62.1,55,729
0.36,60.9,59,729
0.36,63.7,55,729
0.3,56.3,64,729
0.43,61.3,56.2,729
0.45,61.5,61,729
0.3,61.6,57,729
0.41,64.1,57,729
0.3,59.9,56,730
0.3,62.5,56,730
0.34,61.5,58.2,730
0.34,62.5,57.5,730
0.43,60.9,55,730
0.33,61.3,56,730
0.33,61.7,55,730
0.33,61.6,54,730
0.33,61.7,55,730
0.33,61.6,55,730
0.33,62.1,53,730
0.33,62.1,53,730
0.33,61.5,55,730
0.33,61.7,55,730
0.33,62.1,55,730
0.33,61.5,56,730
0.32,60.6,57,730
0.32,61.6,60,730
0.32,62,55,730
0.32,61.9,56,730
0.32,62.2,56,730
0.32,61.4,58,730
0.32,62.5,58,730
0.32,62.1,55,730
0.32,61.2,59,730
0.32,61.4,55,730
0.32,62.2,56,730
0.32,60.8,59,730
0.34,60.8,57,730
0.34,60,59,730
0.4,59.4,64,730
0.32,61.6,55,730
0.32,61.7,59,730
0.32,60.2,60,730
0.32,61.3,56,730
0.32,61.8,55,730
0.32,61.7,57,730
0.32,62.3,58,730
0.32,60.4,57,730
0.32,62.2,55,730
0.32,62.2,57,730
0.32,62.4,56,730
0.32,62.7,57,730
0.32,61.6,56,730
0.32,61.4,58,730
0.32,62.6,57,730
0.32,61.6,55,730
0.32,60.9,58,730
0.32,60.9,61,730
0.32,61.5,57,730
0.32,61.9,57,730
0.32,62.9,58,730
0.32,62.1,57,730
0.32,62,55,730
0.32,61.7,56,730
0.32,62.1,54,730
0.32,62.9,57,730
0.32,62.4,54,730
0.32,61.2,56,730
0.32,61.9,55,730
0.32,62.3,54,730
0.32,61.1,55,730
0.32,62.6,58,730
0.32,61.5,59,730
0.29,60.5,57,731
0.29,62.1,55,731
0.43,60.9,59,731
0.3,61.2,61,731
0.3,62.8,55,731
0.3,61.5,55,731
0.41,62.5,54,731
0.4,61,56,731
0.3,61.3,55,731
0.3,61,56,731
0.3,63.7,56,731
0.3,62.6,57,731
0.3,61.7,56,731
0.3,61,58,731
0.3,61.7,60,731
0.45,63.2,54,731
0.4,62.7,59,731
0.32,61.3,60,732
0.44,61.9,54,732
0.31,62.7,56,732
0.41,64,59,732
0.31,63.4,58,732
0.31,61.1,57,732
0.31,61.1,56,732
0.31,63.1,57,732
0.31,63.5,58,732
0.31,63.4,55,732
0.31,63.5,57,732
0.41,63.7,55,732
0.31,62.1,56,732
0.31,61.4,54,732
0.31,62,54,732
0.31,61,58,732
0.31,62.8,55,732
0.31,62.2,60,732
0.31,63.1,59,732
0.31,60.2,56,732
0.31,61.2,55,732
0.31,60.9,60,732
0.31,60,61,732
0.31,61,57,732
0.31,61.2,60,732
0.31,62,55,732
0.31,62.1,56,732
0.31,62.3,55,732
0.31,62.3,54,732
0.31,62.2,52,732
0.31,62.2,55,732
0.31,61.7,57,732
0.31,61.4,58,732
0.31,61.4,55,732
0.31,62.6,56,732
0.31,61.9,57,732
0.31,60.8,56,732
0.31,61.4,58,732
0.31,62.4,56,732
0.31,62.4,53,732
0.31,61.5,56,732
0.31,62.6,57,732
0.31,62,58,732
0.31,62.9,56,732
0.31,61.7,59,732
0.31,62.4,56,732
0.31,63.7,54,732
0.31,63,55,732
0.31,63,54,732
0.31,61.8,57,732
0.31,62.1,58,732
0.31,62.6,57,732
0.31,63.5,56,732
0.31,63.5,56,732
0.31,62.9,57,732
0.31,63.9,54,732
0.31,63.5,55,732
0.31,61.8,56,732
0.3,61.2,59,732
0.35,61.1,56,733
0.26,61.3,57,733
0.32,61.3,55,733
0.26,60.3,56,733
0.31,60.7,57,733
0.26,62,56,733
0.44,63.5,57,733
0.44,61.9,57,733
0.38,58.9,61,733
0.38,59.7,60,733
0.38,60.7,60,733
0.38,62.2,58,733
0.3,60.6,57,734
0.39,61.4,55,734
0.4,64,56,734
0.39,59.8,61,734
0.39,63.7,53,734
0.39,60.4,61,734
0.31,61.5,56,734
0.31,62.9,55,734
0.31,61.9,56,734
0.31,60.2,58,734
0.31,62.6,59,734
0.31,61.9,58,734
0.31,62.5,56,734
0.31,61.6,56,734
0.31,62.7,57,734
0.31,62,55,734
0.31,61,58,734
0.31,61.5,56,734
0.31,62.6,56,734
0.31,62.5,56,734
0.31,60,59,734
0.31,62.3,55,734
0.31,61.3,57,734
0.31,62.3,55,734
0.31,61.7,58,734
0.31,61.2,55,734
0.31,60.4,56,734
0.31,61.2,59,734
0.31,62.5,56,734
0.31,61.7,55,734
0.31,61.8,56,734
0.31,62.2,54,734
0.31,61.6,57,734
0.31,61.1,58,734
0.31,61.2,55,734
0.31,62.1,54,734
0.31,61.8,55,734
0.31,61.8,56,734
0.31,61.6,57,734
0.31,62.2,56,734
0.31,61.2,55,734
0.31,60.9,57,734
0.31,62.1,54,734
0.31,61.8,57,734
0.31,61.8,57,734
0.31,61.9,56,734
0.31,62.1,54,734
0.31,62.1,55,734
0.31,61.9,56,734
0.31,59,57,734
0.31,62,59,734
0.31,62.1,54,734
0.31,62.2,57,734
0.31,61.5,56,734
0.31,61.6,55,734
0.31,60.5,59,734
0.31,61.2,55,734
0.31,61.5,56,734
0.31,60.4,57,734
0.31,61.8,56,734
0.31,62.1,56,734
0.31,61.7,56,734
0.31,62.1,55,734
0.31,62,55,734
0.31,62.5,57,734
0.31,60.7,59,734
0.31,60.7,56,734
0.31,61.4,57,734
0.31,61.7,59,734
0.3,62.9,58,447
0.3,61.6,59,447
0.3,62.3,58,447
0.3,60.2,56,447
0.3,62.2,59,447
0.34,61.8,57,447
0.34,63.5,56,447
0.3,62.1,57,447
0.34,62.8,59,447
0.3,62.8,56,447
0.3,62.7,58,447
0.3,63.4,56,447
0.3,63.2,57,447
0.3,61.8,58,447
0.34,61.7,61,447
0.3,58.8,60,447
0.3,59.5,63,447
0.3,59.7,60,447
0.34,62.7,58,447
0.34,62.8,58,447
0.34,63.7,54,447
0.3,61.4,57,447
0.3,62.9,59,447
0.3,60.2,60,447
0.28,61.8,55,448
0.28,62.5,54,448
0.28,62.4,54,448
0.26,62.6,56,448
0.26,61.9,55,448
0.26,62.1,56,448
0.31,62.2,56,734
0.31,62.2,55,734
0.31,62.7,55,734
0.41,60.4,58,735
0.34,62,56,735
0.3,60.9,56.8,735
0.3,62,54.9,735
0.3,60.6,56,735
0.41,62.3,56,735
0.36,61.8,55,735
0.36,62,55,735
0.36,61.9,54,735
0.41,65.3,58,735
0.42,63.3,58,735
0.42,63,59,735
0.3,61.1,57,736
0.3,61.8,55,736
0.4,61.5,59,736
0.4,61.2,56,736
0.4,61.9,57,736
0.3,61.3,57,736
0.32,61.8,56,736
0.4,62.7,57,736
0.33,61.9,55,736
0.33,60.9,56,736
0.31,62.3,56,736
0.29,59.8,55,737
0.38,61.7,56,737
0.37,61,56,737
0.42,62.9,54,737
0.3,61.6,58,737
0.4,61.8,56,737
0.4,62.5,59,737
0.3,61.1,59,737
0.4,62,55,737
0.3,61,59,737
0.4,63,56,737
0.39,63.1,58,737
0.4,62.5,59,737
0.4,62.8,59,737
0.4,62,56,737
0.3,59.8,62,737
0.4,62.9,57,737
0.4,62.6,59,737
0.4,62.7,57,737
0.4,61.3,59,737
0.4,61.2,58,737
0.4,60.9,56,737
0.4,60.1,59,737
0.35,62.5,55,737
0.4,62.2,55,737
0.4,61.2,57,737
0.3,62.6,62,737
0.4,62.2,57,737
0.4,62.2,58,737
0.4,62,57,737
0.42,63.2,57,737
0.4,63.6,57,737
0.4,62.8,59,737
0.3,61.5,58,737
0.4,60.5,57,737
0.4,62.3,60,737
0.4,62.9,59,737
0.3,61.4,59,737
0.4,62.3,57,737
0.4,62.7,57,737
0.42,61.7,58,737
0.4,61.3,61,737
0.42,62.5,56,737
0.4,59.1,61,737
0.4,63.5,56,737
0.3,61.3,58,737
0.3,62.4,58,737
0.42,62.2,58,737
0.4,62.6,59,737
0.3,61.4,56,737
0.4,60.9,60,737
0.4,63.8,55,737
0.37,63.7,56,738
0.36,60.7,56,738
0.33,61.3,55,738
0.33,61.1,55,738
0.33,60.5,55,738
0.33,61.5,55,738
0.33,61.6,55,738
0.33,61.2,57,738
0.33,62.1,55,738
0.37,63.7,55,738
0.35,66.2,61,738
0.35,66.2,58,738
0.41,63.2,57,738
0.41,62.1,56,738
0.41,63.3,55,738
0.41,63.8,56,738
0.41,59.2,62,738
0.41,63.2,58,738
0.41,63.4,55,738
0.33,61.1,56,739
0.34,61.1,57,739
0.32,62.1,54,739
0.32,62.2,54,739
0.33,61.7,55,739
0.25,62.3,54,739
0.3,61.2,63,739
0.41,64.2,57,739
0.35,57.7,60,739
0.31,60.8,59,739
0.43,63.1,56,739
0.43,63.4,57,739
0.43,61.5,60,739
0.43,63.2,57,739
0.43,63.6,53,739
0.43,61.3,56,739
0.43,61.7,58,739
0.43,63.8,57,739
0.36,63.4,54,739
0.34,62.3,59,740
0.38,61.2,56,740
0.34,62.2,54,740
0.39,61.9,57,740
0.47,61.9,55,740
0.31,63.1,61,740
0.25,62,59,740
0.25,60.7,59,740
0.25,61.1,58,740
0.25,61.6,57,740
0.25,62,59,740
0.25,62.1,57,740
0.25,61.5,59,740
0.25,62.5,59,740
0.25,62.5,59,740
0.25,60.7,60,740
0.25,63.1,56,740
0.25,61.2,57,740
0.25,62.9,58,740
0.25,62.9,59,740
0.33,60,60,740
0.36,61.3,59,741
0.4,61.7,57,741
0.36,61.8,56,741
0.33,62.7,59,741
0.32,62.1,56,741
0.38,62.2,57,741
0.37,61.9,54,741
0.35,61.3,54,741
0.4,62.3,54,741
0.4,62.5,54,741
0.3,59.5,56,741
0.3,60.7,59,741
0.33,61,54,741
0.4,62.5,55,741
0.33,61.3,59,741
0.39,61.7,62,741
0.3,62.5,56,742
0.36,60.2,59,742
0.33,61.6,53,742
0.3,62.2,58,742
0.3,62.1,58,742
0.3,61.2,56,742
0.3,62,56,742
0.3,61.1,56,742
0.3,62.1,54,742
0.3,60.8,57,742
0.3,62.4,54,742
0.3,62.3,54,742
0.41,62,57,742
0.36,61.7,55,742
0.3,60.8,58,742
0.34,61.3,56,742
0.3,62.8,57,742
0.3,61.2,59,742
0.43,60.7,57,742
0.31,63.6,61,742
0.3,60,63,742
0.4,64,55,742
0.3,62.4,57,743
0.3,60.5,58,743
0.3,65.5,61,743
0.3,62,55,743
0.35,62,53.9,743
0.31,61.8,55,743
0.41,61.5,55,743
0.38,61.6,55,743
0.38,61.6,57,743
0.39,60.3,60.6,743
0.33,61.4,60,743
0.33,62.8,54,743
0.33,63.3,56,743
0.33,61.9,57,743
0.33,59.1,58,743
0.33,63.8,55,743
0.33,63.4,55,743
0.33,62.7,56,743
0.33,62.4,56,743
0.33,61,59,743
0.33,62.4,57,743
0.33,62.1,56,743
0.33,62.2,59,743
0.33,62.7,54,743
0.33,61,58,743
0.33,61.5,58,743
0.33,61.4,58,743
0.33,63.7,56,743
0.33,59.7,59,743
0.33,60.2,57,743
0.33,59.2,58,743
0.33,60,61,743
0.33,59.5,59,743
0.33,61.4,57,743
0.33,61.7,54,743
0.33,61,59,743
0.33,61.5,56,743
0.33,61.9,56,743
0.33,61.8,56,743
0.33,61.9,58,743
0.33,62.1,59,743
0.33,62,55,743
0.33,60.2,62,743
0.33,62.9,59,743
0.33,61.5,58,743
0.33,59.4,61,743
0.33,61.2,55,743
0.33,60.9,56,743
0.33,61.2,55,743
0.33,60,58,743
0.33,59.3,61,743
0.33,60.6,61,743
0.33,62.6,57,743
0.33,60.8,58,743
0.33,62.2,56,743
0.33,62,57,743
0.33,61.6,55,743
0.33,61.1,59,743
0.33,61.3,59,743
0.33,62.2,56,743
0.33,62.6,58,743
0.33,62,58,743
0.33,60.8,62,743
0.33,62.3,55,743
0.33,62.1,56,743
0.33,62.6,56,743
0.33,62.5,57,743
0.33,62.3,57,743
0.33,61.9,59,743
0.33,62.6,58,743
0.33,60.4,59,743
0.33,60.7,57,743
0.33,61.1,58,743
0.33,60.9,58,743
0.33,60.3,60,743
0.33,60.2,58,743
0.33,62,54,743
0.33,62.2,59,743
0.33,62.4,56,743
0.33,62.5,55,743
0.33,62.5,55,743
0.33,63,54,743
0.33,62,60,743
0.33,60.6,60,743
0.42,60,61,743
0.42,62.1,55,743
0.32,62.4,56,744
0.38,60.4,58,744
0.38,60.6,58,744
0.35,61.6,57,744
0.35,61.6,55,744
0.41,61.7,56,744
0.41,61.9,55,744
0.41,63,53,744
0.41,60.5,57,744
0.31,64.2,59,744
0.31,62.4,55,744
0.39,60.7,54,745
0.39,61.5,57,745
0.31,60.9,57,745
0.32,61.7,56,745
0.4,60.4,56,745
0.37,61.8,55,745
0.43,61.4,55,745
0.34,62.6,58,745
0.34,62.5,55,745
0.34,62.2,55,745
0.34,62.1,55,745
0.34,60.9,60,745
0.34,62.4,55,745
0.34,62.2,56,745
0.34,61.1,60,745
0.34,62.1,54,745
0.34,62.4,54,745
0.34,62.6,55,745
0.34,62.1,57,745
0.34,62.8,58,745
0.34,58.8,59,745
0.34,61.9,58,745
0.34,62.6,57,745
0.35,62.1,56,745
0.35,60.1,62,745
0.34,60.4,58,745
0.34,62.4,56,745
0.34,61,59,745
0.26,61.8,56,448
0.33,61.2,54,448
0.24,61.3,57,449
0.24,61.4,57,449
0.24,61.9,57,449
0.24,61.5,56,449
0.24,62,56,449
0.24,62,57,449
0.24,62,56,449
0.24,61.3,56,449
0.24,62.3,56,449
0.27,58.6,57,449
0.24,61.3,56,449
0.24,62.4,56,449
0.27,62.2,56,449
0.32,62.1,55,449
0.32,61.8,55,449
0.23,63.5,57,449
0.32,61.3,60,449
0.32,61.9,59,449
0.32,62.4,58,449
0.32,62.2,57,449
0.32,61.9,58,449
0.32,62.5,55,449
0.32,62.8,58,449
0.32,61.2,58,449
0.32,62,55,449
0.32,62.5,57,449
0.32,62,57,449
0.32,63,56,449
0.4,62.1,56,746
0.46,61.4,56,746
0.36,61.3,56,746
0.36,61.1,55,746
0.37,61.6,56,746
0.39,62.7,54,746
0.39,63.3,56,746
0.38,62.3,56,746
0.38,60.2,60,746
0.38,60.5,58,746
0.39,61.3,60,746
0.39,61.4,57,746
0.37,59.2,61,746
0.4,62.3,58,746
0.38,61.4,61,746
0.37,60.6,58,746
0.37,60.6,56,746
0.37,59.7,59,746
0.37,61.9,58,746
0.37,61.2,60,746
0.37,61.9,59,746
0.37,63.3,56,746
0.37,62.7,58,746
0.37,63.1,56,746
0.37,61.4,58,746
0.37,61.5,58,746
0.37,61.1,57,746
0.37,61,58,746
0.37,62.2,59,746
0.37,61.3,58,746
0.37,61.4,56,746
0.37,59.8,59,746
0.37,59.5,58,746
0.37,61.2,58,746
0.3,60.4,58,747
0.3,61.7,55,747
0.41,61.5,55,747
0.35,62.1,54,747
0.36,61,54,747
0.36,61.4,56,747
0.35,62.3,57,747
0.37,61.6,55,747
0.32,59,61,748
0.41,64.3,54,748
0.45,61.3,55,748
0.39,61.3,54,748
0.29,61.9,56,748
0.35,62.4,55,748
0.35,60.2,58,748
0.35,62.2,56,748
0.35,61.7,58,748
0.35,62.3,58,748
0.35,62.5,54,748
0.35,63.6,54,748
0.35,63.1,56,748
0.31,62.4,56,749
0.31,61.5,55,749
0.31,59.5,60,749
0.41,59.7,63,749
0.31,61.6,56,749
0.37,61.4,59,749
0.37,63.7,55,749
0.37,59.5,61,749
0.31,58.2,61,749
0.31,61.9,55,749
0.31,58.3,61,749
0.31,59.4,58,749
0.31,60.8,57,749
0.31,62.2,56,749
0.31,60.7,61,749
0.31,61.6,56,749
0.31,61.9,57,749
0.31,63.5,55,749
0.31,63,57,749
0.31,63.6,54,749
0.31,63.7,59,749
0.37,61.4,58,749
0.31,63.3,57,749
0.34,60.7,57,749
0.34,62.6,56,749
0.34,61.4,56,749
0.38,62,55,750
0.39,62,56,750
0.33,62.4,55,750
0.4,59.7,62,750
0.34,62,55,750
0.34,62,58,750
0.41,61.8,56,750
0.42,62,54,751
0.4,62.6,54,751
0.34,62.4,53,751
0.3,61.6,55,751
0.34,61.6,53,751
0.34,61.1,56,751
0.38,61.9,57,751
0.38,63.5,57,752
0.38,59.7,57,752
0.24,60.9,56,752
0.39,61.3,56,752
0.31,60.5,57,752
0.38,62.7,58,752
0.27,61.8,59,752
0.27,62,56,752
0.27,63.9,57,752
0.27,61.5,56,752
0.27,61.7,57,752
0.33,61.2,57,752
0.33,61,58,752
0.33,60.1,57,752
0.33,62,59,752
0.33,61.7,59,752
0.33,61.7,55,752
0.33,62.1,55,752
0.33,59.5,60,752
0.3,63.7,59,752
0.33,60.9,57,752
0.33,61.9,58,752
0.33,61.7,58,752
0.33,61.5,56,752
0.33,60.9,59,752
0.3,62.9,56,752
0.33,61.4,59,752
0.31,60.3,57,752
0.33,61.7,56,752
0.33,61.7,56,752
0.33,60.6,58,752
0.33,62.2,55,752
0.3,63.6,55,752
0.33,60,63,752
0.33,62.5,54,752
0.33,63,57,752
0.33,62.8,57,752
0.3,62.4,58,752
0.33,62.7,55,752
0.36,61.7,56,753
0.36,62,55,753
0.3,62.5,56,753
0.41,59.3,59,753
0.41,61.6,56,753
0.3,62.6,55,753
0.3,62.2,56,753
0.3,62.1,58,753
0.34,61,58,753
0.41,61.8,53,753
0.36,61.5,55,753
0.41,61.4,57,753
0.4,61.9,58,753
0.4,60.4,58,753
0.42,60.6,58,753
0.41,63.1,60,754
0.31,62,56,754
0.31,62,55,754
0.3,63,56,754
0.3,63.2,55,754
0.42,61.1,57,754
0.33,62,53.5,754
0.38,62.4,53,754
0.35,62.8,54,754
0.37,60.7,56,754
0.37,61.4,55,754
0.34,57.8,64,754
0.41,60.1,60.1,754
0.3,61.5,55,754
0.43,60.4,58,754
0.43,62.3,59,754
0.43,62.7,56,754
0.43,62.9,55,754
0.31,61.2,55,754
0.31,58.5,59,755
0.42,62.1,54,755
0.3,61.7,56,755
0.31,62.5,54,755
0.31,61.4,58,755
0.31,59.9,62,755
0.31,59.7,61,755
0.31,60.2,61,755
0.31,59,62,755
0.38,61.8,53.7,755
0.41,62.9,57,755
0.41,62.9,57,755
0.41,62.9,56,755
0.38,62.1,54,755
0.38,62,54.8,755
0.41,62.6,55,755
0.41,62.5,57,755
0.41,62.1,54,755
0.41,63.4,58,755
0.41,62.8,59,755
0.41,63.2,59,755
0.41,59.8,59,755
0.41,62.7,57,755
0.41,63.3,57,755
0.41,61.8,58,755
0.41,61,59,755
0.41,62.5,55,755
0.41,61.3,58,755
0.41,63.5,57,755
0.41,62.6,57,755
0.41,60.9,53,755
0.41,62.9,56,755
0.41,62.4,55,755
0.41,63.9,56,755
0.41,62.8,57,755
0.41,61.4,56,755
0.41,62.7,57,755
0.41,60.1,60,755
0.41,63.9,58,755
0.41,60.5,61,755
0.41,63.3,57,755
0.41,62.4,58,755
0.41,61,60,755
0.41,60.2,60,755
0.41,63.7,57,755
0.4,62.1,60,756
0.35,61.8,55,756
0.35,62,55,756
0.32,61.4,56,756
0.42,60.7,57,756
0.32,60.3,64,756
0.32,59.5,64,756
0.32,61.3,60,756
0.32,60.8,57,756
0.32,58.9,60,756
0.32,62,55,756
0.32,61.9,57,756
0.32,63,58,756
0.32,62,57,756
0.32,62.8,56,756
0.32,63.3,57,756
0.32,63.8,56,756
0.32,62,57,756
0.4,63.5,56,756
0.36,62.5,58,756
0.36,62.2,59,756
0.32,60.1,61,756
0.32,61.9,55,756
0.32,61.7,55,756
0.32,62.5,55,756
0.32,62.4,55,756
0.32,63,58,756
0.32,59.3,55,756
0.32,58.3,58,756
0.32,59.6,57,756
0.32,60.4,58,756
0.32,60.8,58,756
0.32,61.4,57,756
0.32,60.9,56,756
0.32,60.2,58,756
0.32,61.5,59,756
0.32,61.5,56,756
0.32,61.3,55,756
0.32,62.5,54,756
0.32,62.3,55,756
0.32,60.9,60,756
0.32,61.4,58,756
0.32,62.8,56,756
0.32,62.6,55,756
0.32,63.1,57,756
0.32,63.3,57,756
0.32,62.7,54,756
0.32,61.3,57,756
0.32,62.7,54,756
0.32,63.2,54,756
0.32,63.1,56,756
0.32,63.7,55,756
0.32,63.5,55,756
0.32,62.6,58,756
0.32,62.7,57,756
0.32,63.6,56,756
0.31,62,56,756
0.45,68.6,57,756
0.44,63.4,57,756
0.44,63.8,54,756
0.42,63,55,756
0.44,63.2,53,756
0.42,61.5,58,756
0.42,60.2,57,756
0.42,61.9,55,756
0.42,63,57,756
0.38,61.9,54.1,757
0.31,61.6,55,757
0.31,61.9,55,757
0.31,61.6,55,757
0.31,61.9,55,757
0.31,56.9,59,757
0.34,58,60,757
0.37,60.6,58,757
0.37,60.2,58,757
0.4,62,54,758
0.4,62,57,758
0.41,56.5,63,758
0.34,62.1,54.1,758
0.46,61.5,54,758
0.46,61.5,54,758
0.4,62.5,56,758
0.32,61.6,56,758
0.32,62,55,758
0.32,62.4,57,758
0.32,61.9,55,758
0.32,61.7,57,758
0.32,63.1,54,449
0.32,61.1,57,449
0.32,60.6,57,449
0.32,61.7,60,449
0.32,63.1,55,449
0.32,62.2,56,449
0.32,63,55,449
0.32,62.5,55,449
0.32,61.5,56,449
0.32,62.9,57,449
0.32,60.3,56,449
0.32,62.7,57,449
0.32,63.2,56,449
0.32,61.6,56,449
0.32,59.7,60,449
0.32,63,57,449
0.32,61.3,56,449
0.32,62.2,59,449
0.32,63.4,55,449
0.32,62.7,55,449
0.32,62.6,58,449
0.28,62.4,54,450
0.25,62,57,450
0.32,61.6,56,450
0.32,61.8,55,450
0.32,62.2,53,450
0.36,62.2,55,450
0.33,62.3,55,450
0.36,61.2,56,450
0.32,61.9,54,450
0.32,61.1,56,758
0.32,61,56,758
0.32,61.9,55,758
0.32,61.6,57,758
0.32,62.5,57,758
0.32,62.2,56,758
0.32,61.7,59,758
0.32,62.7,54,758
0.32,61.7,54,758
0.32,61.9,57,758
0.32,62.1,56,758
0.32,62,57,758
0.32,61.8,57,758
0.32,61.3,56,758
0.32,62.5,56,758
0.32,61.5,56,758
0.32,62.7,57,758
0.32,62.6,57,758
0.32,61,57,758
0.32,60.3,60,758
0.32,62,55,758
0.32,59.9,55,758
0.32,62.2,55,758
0.32,62.1,54,758
0.32,61.7,56,758
0.32,61.7,58,758
0.32,61.7,57,758
0.32,62.2,56,758
0.32,61.5,56,758
0.32,62.6,55,758
0.36,59.9,59,758
0.32,61.5,56,758
0.32,60.5,56,758
0.32,62.3,57,758
0.32,61.6,56,758
0.32,61.8,55,758
0.32,61.9,56,758
0.3,62.4,57,759
0.36,64,56,759
0.31,61.9,56,759
0.31,62.4,54,759
0.37,61.7,55,759
0.36,61,56,759
0.38,62.4,54,759
0.41,61.4,56,759
0.41,61.9,54,759
0.44,58.4,60,759
0.44,59.3,60,759
0.44,59.6,60,759
0.37,60,57,760
0.35,61.9,56,760
0.43,62.9,56,760
0.27,59.7,56,760
0.27,62.7,55,760
0.27,62,55,760
0.27,60.2,55,760
0.27,61.9,56,760
0.27,62.5,56,760
0.42,62.1,54,760
0.34,61.8,54,760
0.34,61.9,55,760
0.41,61.2,56,760
0.42,60.9,56,760
0.42,61.6,56,760
0.27,61.3,57,760
0.27,61.8,55,760
0.27,61.4,57,760
0.27,63,55,760
0.41,59.5,62,760
0.43,62.5,56,760
0.43,62.6,56,760
0.4,60.4,57,760
0.42,58.6,61,761
0.33,60.4,57,761
0.33,60.9,57,761
0.33,61.4,55,761
0.33,61.7,55,761
0.33,60.7,56,761
0.33,61.8,54,761
0.36,60.6,57,761
0.3,61,57,761
0.44,61.4,56,761
0.42,62.1,54,761
0.3,61.3,58,761
0.31,60.8,57,761
0.31,58,62,761
0.31,62.8,57,761
0.31,61.2,56,761
0.31,60.4,58,761
0.31,59.8,62,761
0.31,62.4,55,761
0.37,61,56,762
0.3,62.3,53.9,762
0.33,60.8,60,762
0.31,59.9,62,763
0.31,61.2,61,763
0.35,60.9,58,763
0.37,61.1,54,763
0.37,62.3,55,763
0.41,61.5,55,763
0.43,62.2,54,763
0.3,57.8,60,763
0.3,62.5,54,763
0.32,61.8,58,763
0.38,62,57,764
0.45,59.7,61,764
0.47,62.4,58,764
0.36,62,54.8,764
0.3,61.8,57,764
0.3,62.1,57,764
0.3,62.2,57,764
0.3,61.5,57,764
0.3,62,58,764
0.3,61.9,57,764
0.3,61.7,54,764
0.3,61.7,57,764
0.3,61.7,57,764
0.3,61.8,56,764
0.3,61.1,57,764
0.3,62.7,54,764
0.3,61.4,58,764
0.3,62,54,764
0.3,62.3,54,764
0.3,62,58,764
0.3,61.4,57,764
0.3,62.2,57,764
0.3,61.6,58,764
0.3,61.9,54,764
0.3,61.5,55,764
0.4,61.8,54.5,764
0.34,61.1,55,764
0.34,61.7,55,764
0.4,61.5,56,764
0.41,61.2,58,764
0.3,61.2,55,764
0.3,61.5,58,764
0.3,60.8,56,764
0.3,62.2,54,764
0.3,61.8,57,764
0.3,62.5,56,764
0.3,62.3,54,764
0.3,61.5,56,764
0.3,61.2,56,764
0.3,61.6,57,764
0.3,62.1,57,764
0.3,62,57,764
0.3,62,55,764
0.3,61.3,58,764
0.33,63.3,57,764
0.43,59,60,765
0.33,62.8,55,765
0.4,62.9,57,765
0.3,63,57,765
0.34,62.1,57,765
0.34,60.3,54,765
0.4,64,57,765
0.4,63.2,54,765
0.4,61.6,56,765
0.4,59.8,57,765
0.4,63.4,59,765
0.34,61.8,56,765
0.34,61.1,55,765
0.34,61.5,55,765
0.34,62.7,55,765
0.34,59.3,58,765
0.34,59.6,57,765
0.34,63.9,56,765
0.34,60.7,56,765
0.4,60.9,62,765
0.4,62.5,60,765
0.4,63.9,57,765
0.4,63.2,55,765
0.4,63.1,59,765
0.4,61.9,61,765
0.4,63.2,56,765
0.34,63.1,56,765
0.34,61.5,60,765
0.34,61.3,57,765
0.34,61.6,59,765
0.34,61.4,59,765
0.34,62.1,58,765
0.34,62.1,57,765
0.34,62.7,55,765
0.34,60.8,59,765
0.34,61.3,56,765
0.34,62.5,57,765
0.34,62.2,58,765
0.34,62.3,55,765
0.34,62.7,57,765
0.34,60.6,60,765
0.34,63.1,57,765
0.34,60.2,58,765
0.34,60.3,59,765
0.34,61.9,55,765
0.34,61.1,60,765
0.34,61.3,58,765
0.34,60.2,58,765
0.34,61,57,765
0.34,61.4,57,765
0.34,61.7,56,765
0.34,61.3,55,765
0.34,60.3,58,765
0.34,61.8,58,765
0.34,62,54,765
0.34,62,56,765
0.34,62.2,55,765
0.34,61.5,57,765
0.34,62.1,55,765
0.34,61.2,58,765
0.34,62.5,57,765
0.34,62.2,53,765
0.34,61.6,60,765
0.34,61.5,56,765
0.34,61.6,58,765
0.34,62.9,55,765
